Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Unique ID
184,"U Hege**, F Palomino***, A Schwienbacher****",Venture capital performance: the disparity between Europe and the United States,2009,Finance,cairn.info,https://www.cairn.info/revue-finance-2009-1-page-7.htm,"https://scholar.google.com/scholar?cites=6447554703266305644&as_sdt=2005&sciodt=0,5&hl=en",1,2024-04-06 21:39:23,HTML,,,,,,,,184,12.27,61,3,15,This paper compares the success of venture capital investments in the United States and in Europe by analyzing individual venture-backed companies and the value generated within …,https://www.cairn.info/revue-finance-2009-1-page-7.htm,"https://scholar.google.com/scholar?q=related:bFYWjtdQelkJ:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",1
103,"M Merli, T Roger",What drives the herding behavior of individual investors?,2013,Finance,cairn.info,https://www.cairn.info/revue-finance-2013-3-page-67.htm?wt.src=pdf,"https://scholar.google.com/scholar?cites=17181801308828683499&as_sdt=2005&sciodt=0,5&hl=en",2,2024-04-06 21:39:23,HTML,,,,,,,,103,9.36,52,2,11,"We introduce a new measure of herding that allows for tracking dynamics of individual herding. Using a database of nearly 8 million trades by 87,373 retail investors between 1999 and …",https://www.cairn.info/revue-finance-2013-3-page-67.htm?wt.src=pdf,"https://scholar.google.com/scholar?q=related:60wT3kEFcu4J:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",2
97,"E Ginglinger, J Hamon*","Ownership, control and market liquidity",2012,Finance,cairn.info,https://www.cairn.info/revue-finance-2012-2-page-61.htm,"https://scholar.google.com/scholar?cites=4422096484704142068&as_sdt=2005&sciodt=0,5&hl=en",3,2024-04-06 21:39:23,HTML,,,,,,,,97,8.08,49,2,12,We examine how ownership concentration and the separation of ownership and control affect secondary-market liquidity in France. We find that firms with a large insider blockholder …,https://www.cairn.info/revue-finance-2012-2-page-61.htm,"https://scholar.google.com/scholar?q=related:9EJL1VJxXj0J:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",3
84,"C Bernard 1, PP Boyle 2, S Vanduffel 3",Explicit representation of cost-efficient strategies,2014,Finance,cairn.info,https://www.cairn.info/revue-finance-2014-2-page-5.htm,"https://scholar.google.com/scholar?cites=17404366566700462543&as_sdt=2005&sciodt=0,5&hl=en",4,2024-04-06 21:39:23,HTML,,,,,,,,84,8.4,28,3,10,"In this paper, we give an explicit representation of the lowest cost strategy to achieve a given payoff distribution (that we call “cost-efficient” strategy). For any inefficient strategy, we are …",https://www.cairn.info/revue-finance-2014-2-page-5.htm,"https://scholar.google.com/scholar?q=related:z7HdHC67iPEJ:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",4
72,C HJ Reuter*,A survey of 'culture and finance',2011,Finance,cairn.info,https://www.cairn.info/revue-finance-2011-1-page-75.htm,"https://scholar.google.com/scholar?cites=2019387958628121354&as_sdt=2005&sciodt=0,5&hl=en",6,2024-04-06 21:39:23,HTML,,,,,,,,72,5.54,72,1,13,"In this research article, peer-reviewed academic journals in the area of finance have been screened to investigate the recent rise in interest for “cultural approaches”. The aim has been …",https://www.cairn.info/revue-finance-2011-1-page-75.htm,"https://scholar.google.com/scholar?q=related:Cvu6MaZOBhwJ:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",5
63,"EI Dumitrescu*, C Hurlin**, V Pham***",Backtesting value-at-risk: from dynamic quantile to dynamic binary tests,2012,Finance,cairn.info,https://www.cairn.info/revue-finance-2012-1-page-79.htm,"https://scholar.google.com/scholar?cites=15358432954697410839&as_sdt=2005&sciodt=0,5&hl=en",5,2024-04-06 21:39:23,HTML,,,,,,,,63,5.25,21,3,12,"In this paper we propose a new tool for backtesting that examines the quality of Value-at-Risk (VaR) forecasts. To date, the most distinguished regression-based backtest, proposed by …",https://www.cairn.info/revue-finance-2012-1-page-79.htm,"https://scholar.google.com/scholar?q=related:F2lkW2YdJNUJ:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",6
46,"I Girerd-Potin, S Jimenez-Garces, P Louvet",The link between social rating and financial capital structure,2011,Finance,cairn.info,https://www.cairn.info/revue-finance-2011-2-page-9.htm,"https://scholar.google.com/scholar?cites=2641698793310430097&as_sdt=2005&sciodt=0,5&hl=en",7,2024-04-06 21:39:23,HTML,,,,,,,,46,3.54,15,3,13,This article focuses on the link between a firm’s corporate financial structure and its social rating. We propose a new general model showing that less socially engaged firms issue more …,https://www.cairn.info/revue-finance-2011-2-page-9.htm,"https://scholar.google.com/scholar?q=related:kaPYYg4zqSQJ:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",7
45,JM Gaspar*,The Performance of French LBO Firms: New data and new results,2012,Finance,cairn.info,https://www.cairn.info/revue-finance-2012-2-page-7.htm,"https://scholar.google.com/scholar?cites=7308956706377917060&as_sdt=2005&sciodt=0,5&hl=en",8,2024-04-06 21:39:23,HTML,,,,,,,,45,3.75,45,1,12,"This paper investigates the operating performance of French targets of Leveraged Buy-Out (LBO) transactions during the 1995-2005 period. To benchmark LBO performance, I use a …",https://www.cairn.info/revue-finance-2012-2-page-7.htm,"https://scholar.google.com/scholar?q=related:hGJdYmahbmUJ:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",8
40,"S Boolell-Gunesh**, MH Broihanne**, M Merli**","Disposition effect, investor sophistication and taxes: Some French Specificities",2009,Finance,cairn.info,https://www.cairn.info/revue-finance-2009-1-page-51.htm,"https://scholar.google.com/scholar?cites=6118246121631606519&as_sdt=2005&sciodt=0,5&hl=en",11,2024-04-06 21:39:23,HTML,,,,,,,,40,2.67,13,3,15,We investigate the presence of the disposition effect for 90 244 individual investors using a unique large brokerage account database between 1999 and 2006. Our main results show …,https://www.cairn.info/revue-finance-2009-1-page-51.htm,"https://scholar.google.com/scholar?q=related:92ZDiG5g6FQJ:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",9
36,BD Nguyen,Ownership structure and board characteristics as determinants of CEO turnover in French-listed companies,2011,Finance,cairn.info,https://www.cairn.info/revue-finance-2011-2-page-53.htm,"https://scholar.google.com/scholar?cites=2103673241898590805&as_sdt=2005&sciodt=0,5&hl=en",15,2024-04-06 21:39:23,HTML,,,,,,,,36,2.77,36,1,13,This paper investigates whether ownership structure and board characteristics determine CEO turnover in a sample of largest French-listed firms from 1994 to 2001. The results show …,https://www.cairn.info/revue-finance-2011-2-page-53.htm,"https://scholar.google.com/scholar?q=related:VSLc8qq_MR0J:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",10
34,"M Brière**, B Drut***, V Mignon****, K Oosterlinck*****, ...",Is the market portfolio efficient? A new test of mean-variance efficiency when all assets are risky,2013,Finance,cairn.info,https://www.cairn.info/revue-finance-2013-1-page-7.htm,"https://scholar.google.com/scholar?cites=13399052266895922649&as_sdt=2005&sciodt=0,5&hl=en",19,2024-04-06 21:39:23,HTML,,,,,,,,34,3.09,7,5,11,The market portfolio efficiency remains controversial. This paper develops a new test of portfolio mean-variance efficiency relying on the realistic assumption that all assets are risky. The …,https://www.cairn.info/revue-finance-2013-1-page-7.htm,"https://scholar.google.com/scholar?q=related:2VU5pwv_8rkJ:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",11
30,"B Fabre*, A François-Heude*",Optimism and overconfidence investors' biases: A methodological note,2009,Finance,cairn.info,https://www.cairn.info/revue-finance-2009-1-page-79.htm,"https://scholar.google.com/scholar?cites=7560903864632079575&as_sdt=2005&sciodt=0,5&hl=en",14,2024-04-06 21:39:23,HTML,,,,,,,,30,2.0,15,2,15,"In literature, there are little evidence about interactions and respective roles of optimism and overconfidence on characteristic variables of cash-flows like mean and variance [Barberis …",https://www.cairn.info/revue-finance-2009-1-page-79.htm,"https://scholar.google.com/scholar?q=related:1_RFaAG67WgJ:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",12
30,"N Aktas*, I Bellettre**, JG Cousin***",Capital structure decisions of French very small businesses,2011,Finance,cairn.info,https://www.cairn.info/revue-finance-2011-1-page-43.htm,"https://scholar.google.com/scholar?cites=3083283890390125185&as_sdt=2005&sciodt=0,5&hl=en",17,2024-04-06 21:39:23,HTML,,,,,,,,30,2.31,10,3,13,"Very small businesses (VSB) experience financing constraints unlike those encountered by larger companies; however, they are rarely studied. Their unique characteristics, including …",https://www.cairn.info/revue-finance-2011-1-page-43.htm,"https://scholar.google.com/scholar?q=related:gUpjxFwGyioJ:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",13
30,"L Ballotta 1, G Fusai 2",Counterparty credit risk in a multivariate structural model with jumps,2015,Finance,cairn.info,https://www.cairn.info/revue-finance-2015-1-page-39.htm,"https://scholar.google.com/scholar?cites=4940733920443292374&as_sdt=2005&sciodt=0,5&hl=en",18,2024-04-06 21:39:23,HTML,,,,,,,,30,3.33,15,2,9,We present a multivariate version of a structural default model with jumps and use it in order to quantify the bilateral credit value adjustment and the bilateral debt value adjustment for …,https://www.cairn.info/revue-finance-2015-1-page-39.htm,"https://scholar.google.com/scholar?q=related:1tq-0VIDkUQJ:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",14
29,H Tchakoute Tchuigoua 1,Performance of microfinance institutions: do board activity and governance ratings matter?,2014,Finance,cairn.info,https://www.cairn.info/revue-finance-2014-3-page-7.htm,"https://scholar.google.com/scholar?cites=1112913297224502272&as_sdt=2005&sciodt=0,5&hl=en",13,2024-04-06 21:39:23,HTML,,,,,,,,29,2.9,29,1,10,"This article aims to empirically verify the relationship among board activity, governance rating scores, and the financial performance of microfinance institutions (MFIs). The study …",https://www.cairn.info/revue-finance-2014-3-page-7.htm,"https://scholar.google.com/scholar?q=related:AAzgUr_ccQ8J:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",15
25,"C Moussu, A Petit-Romec",ROE in banks: Performance or risk measure? Evidence from financial crises,2017,Finance,cairn.info,https://www.cairn.info/revue-finance-2017-2-page-95.html?source=content_type%3Areact%7Cfirst_level_url%3Aarticle%7Csection%3Amain_content%7Cbutton%3Abody_link,"https://scholar.google.com/scholar?cites=17436084818014939256&as_sdt=2005&sciodt=0,5&hl=en",16,2024-04-06 21:39:23,HTML,,,,,,,,25,3.57,13,2,7,Return on equity (ROE) is a central measure of performance in the banking industry. The reliance on ROE emerged with the risk management approach that inspired bank capital …,https://www.cairn.info/revue-finance-2017-2-page-95.html?source=content_type%3Areact%7Cfirst_level_url%3Aarticle%7Csection%3Amain_content%7Cbutton%3Abody_link,"https://scholar.google.com/scholar?q=related:eKhc-8Jq-fEJ:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",16
25,"E De Bodt, JG Cousin, IDB Demidova",M&A outcomes and willingness to sell,2014,Finance,cairn.info,https://www.cairn.info/revue-finance-2014-1-page-7.htmWe,"https://scholar.google.com/scholar?cites=12945664212575509927&as_sdt=2005&sciodt=0,5&hl=en",23,2024-04-06 21:39:23,HTML,,,,,,,,25,2.5,8,3,10,"Should target shareholders divulgate their willingness to sell (WTS)? In this article, we tackle this issue by investigating the net WTS wealth effect. We first model the trade-off between …",https://www.cairn.info/revue-finance-2014-1-page-7.htmWe,"https://scholar.google.com/scholar?q=related:p90MJAM9qLMJ:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",17
23,"FÉ Racicot, WF Rentz, R Théoret",Testing the new Fama and French factors with illiquidity: A panel data investigation,2018,Finance,cairn.info,https://www.cairn.info/revue-finance-2018-3-page-45.htm,"https://scholar.google.com/scholar?cites=14160044151102323943&as_sdt=2005&sciodt=0,5&hl=en",10,2024-04-06 21:39:23,HTML,,,,,,,,23,3.83,8,3,6,"We investigate the new Fama-French (FF, 2015, 2016) five factors augmented with a well-known illiquidity measure (Pástor and Stambaugh, 2003), using an innovative GMM robust …",https://www.cairn.info/revue-finance-2018-3-page-45.htm,"https://scholar.google.com/scholar?q=related:5zxN3iGVgsQJ:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",18
22,D Glavas,Green regulation and stock price reaction to green bond issuance,2020,Finance,cairn.info,https://www.cairn.info/revue-finance-2020-1-page-7.htm,"https://scholar.google.com/scholar?cites=4099132740105377347&as_sdt=2005&sciodt=0,5&hl=en",9,2024-04-06 21:39:23,,,,,,,,,22,5.5,22,1,4,This paper shows how changes in regulatory pressure impact the way equity investors react to green bond issuance announcements. We find a positive stock price reaction to green …,https://joint-research-centre.ec.europa.eu/system/files/2019-07/4_1_dejan_glavas_presentation.pdf,"https://scholar.google.com/scholar?q=related:Q5YnTYIL4zgJ:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",19
21,"S Boolell-Gunesh**, MH Broihanne, M Merli***",Sophistication of individual investors and disposition effect dynamics,2012,Finance,cairn.info,https://www.cairn.info/revue-finance-2012-1-page-9.htm,"https://scholar.google.com/scholar?cites=275876830843039767&as_sdt=2005&sciodt=0,5&hl=en",24,2024-04-06 21:39:23,HTML,,,,,,,,21,1.75,7,3,12,"This paper analyses the disposition effect at an individual level by studying the trading records of 20 379 investors over 1999-2006. As in previous studies, we confirm a huge …",https://www.cairn.info/revue-finance-2012-1-page-9.htm,"https://scholar.google.com/scholar?q=related:F_AoGIQc1AMJ:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",20
21,"N Aubert*, T Rapp**",Employee's investment behaviors in a company based savings plan,2010,Finance,cairn.info,https://www.cairn.info/revue-finance-2010-1-page-5.htm,"https://scholar.google.com/scholar?cites=12088285824065278147&as_sdt=2005&sciodt=0,5&hl=en",26,2024-04-06 21:39:23,HTML,,,,,,,,21,1.5,11,2,14,"This paper investigates the investment behaviors of 44,649 employees working in a CAC 40 index listed company. The company savings plan offers its employees a choice among …",https://www.cairn.info/revue-finance-2010-1-page-5.htm,"https://scholar.google.com/scholar?q=related:wxDNFuk3wqcJ:scholar.google.com/&scioq=%220752+6180%22&hl=en&as_sdt=0,5&as_ylo=2008&as_yhi=2023&as_vis=1",21
91,"S Bonini, S Alkan, A Salvi",The effects of venture capitalists on the governance of firms,2012,Corporate Governance: An …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8683.2011.00888.x,"https://scholar.google.com/scholar?cites=17429977089580149689&as_sdt=2005&sciodt=0,5&hl=en",20,23/03/2024 21:21,,10.1111/j.1467-8683.2011.00888.x,,,,,,,91,7.58,30,3,12,ABSTRACT Manuscript Type: Empirical Research Question/Issue: What determines venture capitalists influence on the governance of firms? How do venture capitalists shape the …,https://air.unimi.it/bitstream/2434/782428/3/VCGovernanceCorpGovFullRevisedV11finalComplete.pdf,"https://scholar.google.com/scholar?q=related:uSufo9C34_EJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",22
76,"LAG Da Gbadji, B Gailly, ...",International analysis of venture capital programs of large corporations and financial institutions,2015,Entrepreneurship Theory and Practice,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1111/etap.12105,"https://scholar.google.com/scholar?cites=5232668423953143904&as_sdt=2005&sciodt=0,5&hl=en",24,23/03/2024 21:21,,10.1111/etap.12105,,,,,,,76,8.44,25,3,9,"In this article, we investigate what drives large companies (nonfinancial corporations and financial institutions) worldwide to run venture capital (VC) programs, specifically targeting …",https://scholar.archive.org/work/hbanc7zvjjhhjjffo7rvecdzte/access/wayback/http://www.fma.org:80/Atlanta/Papers/FORT500FMA.pdf,"https://scholar.google.com/scholar?q=related:YFghLTUsnkgJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",23
75,M Humphery-Jenner,"Private equity fund size, investment size, and value creation",2012,Review of Finance,academic.oup.com,https://academic.oup.com/rof/article-abstract/16/3/799/1590806,"https://scholar.google.com/scholar?cites=14046472742080325645&as_sdt=2005&sciodt=0,5&hl=en",25,23/03/2024 21:21,,,,,,,,,75,6.25,75,1,12,This paper examines why large private equity (PE) funds earn lower returns. The article argues that large PE funds are suited to making large investments and small PE funds are …,,"https://scholar.google.com/scholar?q=related:DajnmokY78IJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",24
169,"W Li, G Rhee, SS Wang",Differences in herding: Individual vs. institutional investors,2017,Pacific-Basin Finance Journal,Elsevier,https://www.sciencedirect.com/science/article/pii/S0927538X16302700,"https://scholar.google.com/scholar?cites=14169958517695803428&as_sdt=2005&sciodt=0,5&hl=en",6,23/03/2024 21:34,,,,,,,,,169,24.14,56,3,7,"Using a trading volume-based measure, we study the differences between institutional and individual investors in herding. First, better-informed institutional investors trade more …",http://www2.hawaii.edu/~rheesg/Published%20Papers/2017/Differences%20in%20herding%20Individual%20vs.%20institutional%20Investors.pdf,"https://scholar.google.com/scholar?q=related:JHBHOTLOpcQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",25
110,"S Frey, P Herbst, A Walter",Measuring mutual fund herding–a structural approach,2014,Journal of International Financial Markets …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1042443114000638,"https://scholar.google.com/scholar?cites=16881684134244507005&as_sdt=2005&sciodt=0,5&hl=en",15,23/03/2024 21:34,,,,,,,,,110,11.0,37,3,10,"This paper proposes a methodological improvement to empirical studies of herd behavior based on investor transactions. By developing a simple model of trading behavior, we show …",https://dspace.stir.ac.uk/bitstream/1893/11723/1/Herbst_2012_Measuring_Mutual_Fund_Herding.pdf,"https://scholar.google.com/scholar?q=related:fd3970bKR-oJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",26
97,"SA Sabir, HB Mohammad, ...",The role of overconfidence and past investment experience in herding behaviour with a moderating effect of financial literacy: evidence from Pakistan stock …,2019,Asian Economic and Social Society,academia.edu,https://www.academia.edu/download/72879728/e098943589c1091d52f7f51974ca0e32c514.pdf,"https://scholar.google.com/scholar?cites=4392375705440484390&as_sdt=2005&sciodt=0,5&hl=en",1,23/03/2024 21:34,PDF,,,,,,,,97,19.4,32,3,5,Contribution/Originality: This study is a pioneer study that examines the influence of financial literacy on the relationship of overconfidence and past investment experience with herding …,https://www.academia.edu/download/72879728/e098943589c1091d52f7f51974ca0e32c514.pdf,"https://scholar.google.com/scholar?q=related:JvzVqm7a9DwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",27
181,"I Ducassy, S Montandrau","Corporate social performance, ownership structure, and corporate governance in France",2015,Research in International Business and Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S0275531915000070,"https://scholar.google.com/scholar?cites=7595272255310184735&as_sdt=2005&sciodt=0,5&hl=en",2,23/03/2024 21:36,,,,,,,,,181,20.11,91,2,9,"Empirical evidence of the influence of shareholders and governance practices on corporate social responsibility (CSR) policies is mixed, and most studies have been conducted in the …",,"https://scholar.google.com/scholar?q=related:H8Ek7t_TZ2kJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5",28
